id,p00,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,s1,s2,date
43,518.67,1.3,48.09,520.12,2388.33,8124.36,8.4888,0.03,396,2388,100,643.26,38.76,23.2067,1591.49,1419.61,14.62,21.61,551.48,2388.22,9051.14,-0.0009,-0.0003,2022-03-17
43,518.67,1.3,48.01,519.94,2388.21,8125.08,8.4884,0.03,395,2388,100,642.91,38.71,23.1346,1597.86,1421.69,14.62,21.61,551.82,2388.2,9048.33,-0.001,0.0002,2022-03-18
43,518.67,1.3,47.96,520.3,2388.23,8116.69,8.4809,0.03,395,2388,100,643.36,38.47,23.1846,1609.12,1430.8,14.62,21.61,551.33,2388.26,9045.49,-0.0005,0.0002,2022-03-19
43,518.67,1.3,47.93,520.17,2388.22,8121.16,8.4876,0.03,396,2388,100,643.24,38.63,23.1089,1593.08,1425.77,14.62,21.61,552.46,2388.24,9035.48,-0.0042,0.0004,2022-03-20
43,518.67,1.3,48.03,520.38,2388.25,8124.47,8.5187,0.03,396,2388,100,643.51,38.6,23.1303,1596.91,1426.15,14.62,21.61,551.37,2388.2,9042.65,0.0038,-0.0005,2022-03-21
43,518.67,1.3,48.04,520.05,2388.27,8123.16,8.5346,0.03,394,2388,100,642.76,38.52,23.1438,1599.91,1424.64,14.62,21.61,551.64,2388.28,9040.11,0.0032,0.0002,2022-03-22
43,518.67,1.3,47.97,519.79,2388.23,8120.06,8.4798,0.03,396,2388,100,643.66,38.73,23.0937,1592.89,1417.3,14.62,21.61,552.26,2388.27,9040.16,-0.0033,0.0,2022-03-23
43,518.67,1.3,47.96,520.2,2388.19,8115.25,8.5074,0.03,395,2388,100,643.62,38.67,23.1283,1591.9,1428.56,14.62,21.61,552.15,2388.27,9046.22,0.0003,-0.0001,2022-03-24
43,518.67,1.3,47.82,520.85,2388.24,8118.95,8.5095,0.03,395,2388,100,642.95,38.49,23.2057,1603.35,1423.51,14.62,21.61,550.9,2388.31,9043.59,-0.0086,-0.0001,2022-03-25
43,518.67,1.3,47.85,519.83,2388.28,8120.75,8.529,0.03,395,2388,100,643.5,38.57,23.0436,1603.9,1428.28,14.62,21.61,551.86,2388.23,9042.21,-0.0003,-0.0002,2022-03-26
43,518.67,1.3,48.14,519.85,2388.28,8118.04,8.517999999999999,0.03,394,2388,100,644.14,38.49,23.2322,1595.39,1429.39,14.62,21.61,551.59,2388.22,9048.06,-0.0011,0.0002,2022-03-27
43,518.67,1.3,47.98,520.02,2388.24,8117.31,8.5062,0.03,396,2388,100,643.47,38.63,23.0568,1596.53,1427.07,14.62,21.61,551.41,2388.26,9040.88,0.0003,-0.0004,2022-03-28
43,518.67,1.3,48.12,519.81,2388.31,8118.17,8.5196,0.03,396,2388,100,643.41,38.39,23.1349,1600.81,1432.08,14.62,21.61,551.01,2388.27,9043.28,0.0,0.0001,2022-03-29
43,518.67,1.3,48.23,519.91,2388.27,8118.29,8.5039,0.03,394,2388,100,643.51,38.42,23.0226,1597.68,1420.43,14.62,21.61,551.67,2388.33,9047.45,0.0012,0.0003,2022-03-30
43,518.67,1.3,48.09,519.67,2388.31,8115.21,8.488,0.03,395,2388,100,644.13,38.33,23.1111,1602.22,1433.01,14.62,21.61,551.32,2388.27,9041.64,-0.0027,0.0001,2022-03-31
43,518.67,1.3,48.14,519.56,2388.28,8113.18,8.5128,0.03,396,2388,100,643.58,38.57,23.1863,1602.82,1427.41,14.62,21.61,551.87,2388.34,9036.58,-0.0012,0.0001,2022-04-01
43,518.67,1.3,48.22,519.49,2388.31,8119.16,8.5322,0.03,397,2388,100,643.73,38.46,23.0507,1599.89,1431.71,14.62,21.61,551.27,2388.28,9041.39,0.0018,-0.0005,2022-04-02
43,518.67,1.3,48.13,520.33,2388.32,8111.21,8.5307,0.03,397,2388,100,643.55,38.27,22.954,1593.77,1426.61,14.62,21.61,551.64,2388.29,9046.79,-0.0027,0.0003,2022-04-03
43,518.67,1.3,48.03,519.37,2388.3,8113.24,8.4916,0.03,397,2388,100,643.99,38.44,22.9936,1599.57,1427.53,14.62,21.61,550.73,2388.37,9035.0,0.0003,0.0,2022-04-04
44,518.67,1.3,47.83,520.0,2388.23,8150.97,8.5005,0.03,394,2388,100,643.28,38.58,23.1232,1590.18,1418.06,14.62,21.61,552.16,2388.18,9082.74,0.0017,0.0004,2022-03-16
44,518.67,1.3,47.88,520.55,2388.23,8156.31,8.5042,0.03,395,2388,100,642.9,38.52,23.1962,1594.58,1421.7,14.62,21.61,552.36,2388.19,9076.85,0.0024,0.0,2022-03-17
44,518.67,1.3,47.99,520.75,2388.09,8149.87,8.507,0.03,393,2388,100,643.02,38.68,23.1616,1597.59,1420.72,14.62,21.61,552.14,2388.14,9070.9,0.0013,-0.0001,2022-03-18
44,518.67,1.3,47.95,520.15,2388.17,8153.7,8.523,0.03,395,2388,100,643.2,38.6,23.2314,1597.94,1416.46,14.62,21.61,552.36,2388.24,9077.87,0.0001,-0.0001,2022-03-19
44,518.67,1.3,47.86,520.26,2388.18,8153.05,8.532,0.03,394,2388,100,643.3,38.69,23.1563,1590.15,1418.51,14.62,21.61,552.05,2388.12,9074.41,-0.003,0.0004,2022-03-20
44,518.67,1.3,48.0,520.36,2388.17,8151.76,8.4936,0.03,396,2388,100,643.42,38.63,23.2223,1601.12,1424.81,14.62,21.61,552.08,2388.17,9076.28,-0.0001,-0.0001,2022-03-21
44,518.67,1.3,48.01,520.54,2388.18,8155.54,8.4902,0.03,396,2388,100,643.67,38.55,23.173,1598.08,1420.42,14.62,21.61,551.61,2388.12,9079.75,0.0002,0.0004,2022-03-22
44,518.67,1.3,48.0,520.29,2388.19,8149.02,8.4915,0.03,396,2388,100,643.23,38.46,23.0919,1603.69,1428.6,14.62,21.61,552.28,2388.18,9075.72,0.0021,0.0004,2022-03-23
44,518.67,1.3,48.02,520.51,2388.15,8152.02,8.5201,0.03,396,2388,100,643.45,38.43,23.0442,1589.36,1421.07,14.62,21.61,552.13,2388.14,9084.08,0.0059,-0.0004,2022-03-24
44,518.67,1.3,48.11,520.08,2388.17,8148.97,8.5044,0.03,396,2388,100,643.72,38.41,23.1306,1598.43,1429.24,14.62,21.61,551.58,2388.18,9078.44,-0.0022,-0.0002,2022-03-25
44,518.67,1.3,47.95,520.51,2388.17,8151.55,8.5167,0.03,395,2388,100,643.47,38.62,23.2134,1600.71,1418.55,14.62,21.61,552.17,2388.24,9075.21,-0.0002,0.0,2022-03-26
44,518.67,1.3,48.15,519.85,2388.22,8156.73,8.5082,0.03,396,2388,100,643.32,38.46,23.143,1598.81,1425.71,14.62,21.61,551.84,2388.18,9090.3,0.0004,-0.0004,2022-03-27
44,518.67,1.3,48.08,519.62,2388.21,8151.06,8.4776,0.03,397,2388,100,643.4,38.45,23.2201,1607.53,1427.6,14.62,21.61,552.15,2388.19,9074.53,-0.0005,0.0003,2022-03-28
44,518.67,1.3,48.07,520.02,2388.14,8153.01,8.4971,0.03,396,2388,100,643.19,38.59,23.1345,1594.66,1427.48,14.62,21.61,551.49,2388.26,9079.22,0.0026,0.0001,2022-03-29
44,518.67,1.3,48.02,519.93,2388.23,8159.13,8.5062,0.03,397,2388,100,643.45,38.42,22.9868,1597.05,1425.84,14.62,21.61,551.55,2388.22,9081.77,-0.0018,0.0,2022-03-30
44,518.67,1.3,48.1,519.68,2388.2,8152.73,8.5285,0.03,396,2388,100,643.76,38.51,23.0425,1601.4,1423.73,14.62,21.61,551.48,2388.22,9080.41,0.0009,-0.0002,2022-03-31
44,518.67,1.3,48.24,520.35,2388.2,8156.98,8.5108,0.03,394,2388,100,643.2,38.51,23.116,1601.34,1428.0,14.62,21.61,551.27,2388.26,9084.58,0.0035,0.0001,2022-04-01
44,518.67,1.3,48.03,519.68,2388.22,8156.39,8.4984,0.03,396,2388,100,643.42,38.24,23.1008,1607.76,1428.14,14.62,21.61,552.12,2388.27,9084.54,0.0008,0.0003,2022-04-02
44,518.67,1.3,48.12,520.18,2388.24,8150.26,8.5249,0.03,398,2388,100,644.13,38.64,23.0364,1596.87,1422.36,14.62,21.61,551.14,2388.19,9084.0,0.0043,0.0,2022-04-03
44,518.67,1.3,48.05,519.87,2388.23,8155.1,8.5266,0.03,396,2388,100,643.95,38.39,22.9435,1608.5,1438.96,14.62,21.61,552.03,2388.17,9079.75,0.0015,-0.0003,2022-04-04
45,518.67,1.3,48.02,520.22,2388.15,8158.99,8.4918,0.03,395,2388,100,642.94,38.53,23.1876,1595.91,1420.45,14.62,21.61,552.61,2388.18,9081.3,0.0002,0.0005,2022-03-16
45,518.67,1.3,47.91,520.62,2388.16,8161.29,8.5007,0.03,396,2388,100,642.94,38.63,23.1017,1593.51,1416.68,14.62,21.61,552.04,2388.13,9088.53,-0.0024,0.0002,2022-03-17
45,518.67,1.3,47.96,520.57,2388.15,8164.69,8.4508,0.03,395,2388,100,643.94,38.75,23.1627,1599.46,1412.57,14.62,21.61,552.14,2388.18,9083.55,-0.0025,0.0003,2022-03-18
45,518.67,1.3,47.85,520.25,2388.11,8159.61,8.4966,0.03,393,2388,100,643.05,38.44,23.1131,1603.39,1421.87,14.62,21.61,551.93,2388.2,9086.14,-0.0008,0.0004,2022-03-19
45,518.67,1.3,47.8,521.01,2388.14,8161.28,8.462,0.03,394,2388,100,643.2,38.72,23.1914,1597.22,1421.25,14.62,21.61,553.0,2388.16,9089.16,0.0009,-0.0005,2022-03-20
45,518.67,1.3,47.92,520.49,2388.13,8167.86,8.4885,0.03,395,2388,100,642.92,38.61,23.195,1595.77,1415.1,14.62,21.61,552.44,2388.16,9087.42,0.0,-0.0003,2022-03-21
45,518.67,1.3,48.01,520.06,2388.15,8164.1,8.5092,0.03,395,2388,100,643.03,38.51,23.1288,1603.58,1422.74,14.62,21.61,551.63,2388.15,9086.37,0.0035,-0.0003,2022-03-22
45,518.67,1.3,47.97,520.09,2388.22,8162.01,8.4907,0.03,395,2388,100,642.82,38.58,23.2119,1597.71,1426.24,14.62,21.61,552.01,2388.2,9092.16,0.0008,0.0003,2022-03-23
45,518.67,1.3,47.98,519.94,2388.2,8160.11,8.4791,0.03,395,2388,100,643.18,38.61,23.1206,1596.71,1426.02,14.62,21.61,552.35,2388.15,9084.75,-0.0017,-0.0003,2022-03-24
45,518.67,1.3,47.99,520.15,2388.19,8153.83,8.495,0.03,396,2388,100,642.91,38.46,23.142,1599.65,1420.69,14.62,21.61,551.33,2388.2,9085.29,0.0041,-0.0001,2022-03-25
45,518.67,1.3,48.12,520.02,2388.21,8158.12,8.4827,0.03,395,2388,100,644.02,38.61,23.0352,1599.97,1423.59,14.62,21.61,552.53,2388.13,9090.23,0.0014,0.0001,2022-03-26
45,518.67,1.3,47.95,520.08,2388.18,8160.48,8.5046,0.03,396,2388,100,643.49,38.53,22.9991,1604.24,1425.67,14.62,21.61,551.64,2388.15,9086.25,0.0006,0.0003,2022-03-27
45,518.67,1.3,47.74,519.86,2388.17,8160.21,8.4864,0.03,395,2388,100,643.39,38.65,23.044,1600.49,1423.71,14.62,21.61,551.73,2388.18,9085.0,-0.0017,0.0,2022-03-28
45,518.67,1.3,48.1,520.15,2388.13,8156.48,8.5208,0.03,393,2388,100,643.42,38.64,22.9761,1602.13,1424.4,14.62,21.61,552.09,2388.16,9092.08,0.006,-0.0003,2022-03-29
45,518.67,1.3,48.12,520.19,2388.25,8160.53,8.4816,0.03,395,2388,100,643.34,38.52,23.0736,1596.16,1431.16,14.62,21.61,551.55,2388.17,9097.89,0.0002,0.0,2022-03-30
45,518.67,1.3,48.06,519.52,2388.2,8163.2,8.5111,0.03,395,2388,100,643.46,38.58,23.06,1601.63,1423.22,14.62,21.61,551.3,2388.19,9087.85,-0.0023,0.0003,2022-03-31
45,518.67,1.3,47.97,519.79,2388.23,8162.68,8.5521,0.03,395,2388,100,643.07,38.35,23.0156,1604.21,1430.01,14.62,21.61,551.31,2388.19,9098.38,-0.0044,0.0002,2022-04-01
45,518.67,1.3,48.35,520.09,2388.21,8159.13,8.5271,0.03,395,2388,100,643.6,38.49,23.1502,1603.98,1431.6,14.62,21.61,551.9,2388.17,9090.97,-0.0051,-0.0004,2022-04-02
45,518.67,1.3,48.18,519.37,2388.19,8167.85,8.5358,0.03,397,2388,100,644.07,38.4,23.1416,1597.36,1432.96,14.62,21.61,551.11,2388.24,9098.48,0.0007,0.0001,2022-04-03
45,518.67,1.3,48.29,519.83,2388.23,8160.09,8.5497,0.03,396,2388,100,643.7,38.22,23.0342,1598.55,1437.88,14.62,21.61,551.59,2388.23,9095.15,0.0012,-0.0001,2022-04-04
46,518.67,1.3,48.08,519.74,2388.22,8130.91,8.4685,0.03,395,2388,100,643.08,38.75,23.2151,1594.62,1410.64,14.62,21.61,552.59,2388.17,9057.49,0.0015,-0.0004,2022-03-16
46,518.67,1.3,47.98,519.98,2388.23,8131.29,8.4933,0.03,395,2388,100,643.2,38.75,23.2362,1598.58,1423.18,14.62,21.61,551.54,2388.21,9048.05,-0.0004,0.0,2022-03-17
46,518.67,1.3,48.05,520.15,2388.24,8127.51,8.4827,0.03,395,2388,100,643.68,38.63,23.1421,1597.92,1422.03,14.62,21.61,551.58,2388.16,9052.34,0.0017,0.0002,2022-03-18
46,518.67,1.3,47.98,520.42,2388.23,8128.39,8.5196,0.03,395,2388,100,643.0,38.5,23.1914,1595.13,1424.97,14.62,21.61,551.31,2388.23,9054.2,0.0011,-0.0002,2022-03-19
46,518.67,1.3,47.67,520.29,2388.21,8128.23,8.5,0.03,394,2388,100,642.72,38.52,23.0925,1596.83,1424.73,14.62,21.61,551.82,2388.23,9049.94,-0.0019,0.0005,2022-03-20
46,518.67,1.3,48.07,520.01,2388.16,8125.0,8.4847,0.03,396,2388,100,642.97,38.68,23.0289,1600.41,1427.35,14.62,21.61,551.99,2388.25,9049.52,0.0008,0.0002,2022-03-21
46,518.67,1.3,48.13,519.72,2388.28,8126.34,8.5032,0.03,395,2388,100,643.45,38.49,23.0906,1601.32,1421.55,14.62,21.61,551.99,2388.21,9054.42,-0.0017,-0.0003,2022-03-22
46,518.67,1.3,47.88,520.39,2388.23,8129.42,8.494,0.03,394,2388,100,643.63,38.51,22.9421,1594.24,1419.28,14.62,21.61,551.46,2388.27,9055.49,0.0005,-0.0001,2022-03-23
46,518.67,1.3,48.1,519.83,2388.24,8127.14,8.4829,0.03,395,2388,100,643.13,38.49,23.0752,1603.5,1422.32,14.62,21.61,551.68,2388.28,9054.54,-0.0006,0.0001,2022-03-24
46,518.67,1.3,48.09,519.77,2388.27,8125.87,8.516,0.03,394,2388,100,643.59,38.58,23.0992,1598.63,1430.25,14.62,21.61,551.8,2388.25,9052.91,0.0023,0.0003,2022-03-25
46,518.67,1.3,48.06,519.96,2388.25,8125.05,8.4879,0.03,396,2388,100,643.2,38.49,23.1393,1606.34,1424.21,14.62,21.61,552.26,2388.3,9049.92,-0.0006,0.0004,2022-03-26
46,518.67,1.3,48.14,520.07,2388.25,8132.02,8.5017,0.03,396,2388,100,643.71,38.56,23.0529,1596.39,1427.26,14.62,21.61,550.98,2388.3,9051.89,0.0011,0.0002,2022-03-27
46,518.67,1.3,48.01,519.37,2388.25,8125.79,8.5045,0.03,395,2388,100,643.26,38.37,23.0572,1598.26,1428.19,14.62,21.61,551.82,2388.28,9048.4,0.005,0.0003,2022-03-28
46,518.67,1.3,48.17,519.96,2388.26,8126.87,8.5118,0.03,394,2388,100,643.7,38.44,23.107,1603.89,1427.77,14.62,21.61,551.33,2388.27,9055.61,-0.0019,-0.0005,2022-03-29
46,518.67,1.3,48.16,519.82,2388.27,8123.49,8.5302,0.03,395,2388,100,643.71,38.44,23.0447,1601.83,1426.78,14.62,21.61,550.74,2388.27,9044.42,-0.0039,0.0004,2022-03-30
46,518.67,1.3,48.23,519.83,2388.26,8126.53,8.4992,0.03,397,2388,100,643.74,38.68,22.9664,1604.29,1426.03,14.62,21.61,551.22,2388.29,9053.35,0.0011,0.0002,2022-03-31
46,518.67,1.3,48.33,519.95,2388.2,8127.21,8.5271,0.03,397,2388,100,644.27,38.43,22.9692,1601.35,1425.3,14.62,21.61,550.83,2388.3,9052.47,-0.0007,0.0003,2022-04-01
46,518.67,1.3,48.11,519.97,2388.32,8122.81,8.504,0.03,396,2388,100,643.9,38.49,23.0242,1595.95,1430.12,14.62,21.61,550.5,2388.22,9053.98,-0.0014,0.0002,2022-04-02
46,518.67,1.3,48.29,519.99,2388.26,8120.71,8.5249,0.03,396,2388,100,643.75,38.4,23.1204,1602.1,1429.98,14.62,21.61,550.76,2388.25,9057.26,0.003,-0.0003,2022-04-03
46,518.67,1.3,48.22,519.48,2388.32,8118.01,8.5052,0.03,397,2388,100,644.44,38.38,23.017,1602.57,1433.99,14.62,21.61,550.75,2388.25,9041.98,0.0023,0.0002,2022-04-04
47,518.67,1.3,47.77,520.73,2388.06,8165.6,8.4709,0.03,393,2388,100,643.19,38.77,23.0628,1599.61,1422.83,14.62,21.61,553.11,2388.12,9101.84,0.0058,0.0002,2022-03-16
47,518.67,1.3,47.94,520.67,2388.12,8165.74,8.4911,0.03,396,2388,100,643.63,38.58,23.1176,1597.71,1417.23,14.62,21.61,552.88,2388.21,9094.9,-0.0009,-0.0002,2022-03-17
47,518.67,1.3,47.81,520.44,2388.13,8167.15,8.4904,0.03,396,2388,100,642.95,38.61,23.1407,1605.33,1419.36,14.62,21.61,551.5,2388.13,9099.43,0.0036,-0.0004,2022-03-18
47,518.67,1.3,48.02,520.39,2388.13,8165.76,8.4854,0.03,395,2388,100,642.75,38.65,23.1176,1595.13,1424.51,14.62,21.61,552.03,2388.15,9086.83,-0.002,-0.0005,2022-03-19
47,518.67,1.3,48.01,520.28,2388.15,8165.48,8.4941,0.03,394,2388,100,643.28,38.62,23.0752,1599.02,1424.43,14.62,21.61,552.16,2388.16,9092.46,0.0052,0.0004,2022-03-20
47,518.67,1.3,48.03,519.99,2388.15,8171.1,8.5028,0.03,396,2388,100,643.08,38.49,23.0787,1596.65,1426.1,14.62,21.61,551.53,2388.17,9094.81,0.0,0.0003,2022-03-21
47,518.67,1.3,48.04,520.53,2388.15,8171.36,8.4752,0.03,395,2388,100,643.6,38.68,23.1646,1593.02,1415.24,14.62,21.61,552.42,2388.19,9096.77,0.0004,-0.0005,2022-03-22
47,518.67,1.3,48.07,520.49,2388.2,8170.05,8.4844,0.03,395,2388,100,643.1,38.66,22.9843,1600.95,1422.52,14.62,21.61,552.08,2388.14,9098.73,-0.005,0.0004,2022-03-23
47,518.67,1.3,47.84,520.43,2388.2,8171.3,8.5001,0.03,396,2388,100,643.41,38.49,23.0978,1593.11,1426.57,14.62,21.61,552.11,2388.12,9096.51,0.0032,-0.0003,2022-03-24
47,518.67,1.3,48.13,520.23,2388.15,8167.8,8.5228,0.03,395,2388,100,642.93,38.68,23.1709,1604.59,1436.65,14.62,21.61,551.42,2388.17,9094.7,0.0032,-0.0004,2022-03-25
47,518.67,1.3,47.98,520.43,2388.15,8173.16,8.5473,0.03,396,2388,100,643.65,38.56,23.191,1604.96,1426.06,14.62,21.61,552.2,2388.16,9100.79,-0.0069,-0.0001,2022-03-26
47,518.67,1.3,47.96,520.64,2388.15,8166.29,8.4887,0.03,396,2388,100,643.19,38.42,23.0552,1598.99,1425.61,14.62,21.61,552.35,2388.16,9098.91,-0.002,0.0001,2022-03-27
47,518.67,1.3,48.13,520.12,2388.23,8176.28,8.5257,0.03,396,2388,100,643.31,38.36,23.065,1605.32,1426.49,14.62,21.61,551.04,2388.18,9099.45,-0.0024,-0.0003,2022-03-28
47,518.67,1.3,48.12,519.5,2388.19,8174.65,8.53,0.03,397,2388,100,644.02,38.57,23.1465,1598.2,1420.91,14.62,21.61,552.08,2388.16,9101.7,-0.0006,-0.0005,2022-03-29
47,518.67,1.3,48.05,520.5,2388.18,8173.07,8.5429,0.03,396,2388,100,643.22,38.4,23.1393,1597.77,1427.12,14.62,21.61,551.47,2388.19,9109.37,0.0044,0.0,2022-03-30
47,518.67,1.3,48.0,519.87,2388.2,8174.55,8.5324,0.03,396,2388,100,643.78,38.52,23.107,1606.28,1422.21,14.62,21.61,551.76,2388.2,9109.62,-0.0015,0.0001,2022-03-31
47,518.67,1.3,48.14,520.18,2388.21,8173.23,8.4635,0.03,396,2388,100,642.96,38.25,23.0423,1605.71,1433.16,14.62,21.61,551.77,2388.2,9097.78,-0.0006,-0.0005,2022-04-01
47,518.67,1.3,47.97,520.55,2388.23,8171.29,8.5209,0.03,396,2388,100,643.4,38.53,23.0345,1600.06,1427.67,14.62,21.61,551.63,2388.24,9110.6,-0.0021,0.0004,2022-04-02
47,518.67,1.3,48.23,520.18,2388.23,8176.56,8.527000000000001,0.03,397,2388,100,643.9,38.59,22.965,1604.52,1422.89,14.62,21.61,551.93,2388.21,9109.27,-0.0015,-0.0003,2022-04-03
47,518.67,1.3,48.28,519.72,2388.22,8176.36,8.5238,0.03,395,2388,100,643.5,38.48,23.1299,1602.64,1433.3,14.62,21.61,551.7,2388.21,9107.27,0.0032,-0.0001,2022-04-04
48,518.67,1.3,47.89,520.94,2388.0,8228.92,8.471,0.03,394,2388,100,643.02,38.64,23.2122,1594.41,1416.99,14.62,21.61,552.56,2388.09,9170.04,0.0008,0.0004,2022-03-16
48,518.67,1.3,47.62,521.33,2388.1,8230.32,8.4773,0.03,396,2388,100,643.28,38.64,23.1549,1597.42,1408.66,14.62,21.61,553.21,2388.14,9167.05,-0.0026,-0.0004,2022-03-17
48,518.67,1.3,47.81,520.44,2388.12,8235.98,8.4626,0.03,395,2388,100,643.13,38.79,23.1464,1594.97,1413.88,14.62,21.61,552.92,2388.12,9167.78,-0.0013,0.0001,2022-03-18
48,518.67,1.3,47.68,520.6,2388.06,8240.15,8.478,0.03,397,2388,100,643.07,38.43,23.1378,1601.76,1421.3,14.62,21.61,553.06,2388.1,9172.79,0.003,0.0002,2022-03-19
48,518.67,1.3,47.97,521.03,2388.09,8241.36,8.5016,0.03,397,2388,100,643.4,38.58,23.2,1601.0,1407.63,14.62,21.61,553.0,2388.1,9171.45,-0.0045,-0.0004,2022-03-20
48,518.67,1.3,47.64,521.04,2388.13,8237.72,8.5073,0.03,397,2388,100,643.29,38.41,23.1774,1594.66,1421.11,14.62,21.61,552.89,2388.08,9167.0,-0.0011,0.0003,2022-03-21
48,518.67,1.3,47.59,520.88,2388.1,8243.81,8.5131,0.03,395,2388,100,643.33,38.72,23.1518,1598.76,1415.13,14.62,21.61,553.18,2388.06,9182.87,0.0015,-0.0001,2022-03-22
48,518.67,1.3,47.87,520.87,2388.1,8247.86,8.4863,0.03,396,2388,100,643.35,38.45,23.1485,1601.96,1422.96,14.62,21.61,552.45,2388.08,9183.28,0.0028,-0.0002,2022-03-23
48,518.67,1.3,47.8,521.0,2388.06,8250.12,8.4868,0.03,396,2388,100,643.43,38.52,23.1516,1600.6,1418.94,14.62,21.61,553.21,2388.06,9187.13,-0.0029,-0.0001,2022-03-24
48,518.67,1.3,48.01,520.72,2388.1,8255.4,8.5087,0.03,395,2388,100,643.08,38.6,23.2172,1598.16,1425.57,14.62,21.61,552.01,2388.13,9191.86,-0.0019,-0.0002,2022-03-25
48,518.67,1.3,47.9,520.73,2388.06,8248.76,8.5139,0.03,395,2388,100,643.71,38.65,23.1358,1603.59,1419.42,14.62,21.61,552.2,2388.1,9190.24,0.0056,0.0004,2022-03-26
48,518.67,1.3,47.95,520.88,2388.1,8262.29,8.4945,0.03,395,2388,100,643.59,38.4,23.1297,1604.0,1418.92,14.62,21.61,552.25,2388.12,9194.76,-0.0011,0.0003,2022-03-27
48,518.67,1.3,47.93,521.02,2388.07,8263.32,8.5171,0.03,395,2388,100,643.36,38.51,23.1291,1606.43,1426.57,14.62,21.61,552.39,2388.07,9202.57,-0.0013,0.0001,2022-03-28
48,518.67,1.3,47.78,520.47,2388.15,8266.63,8.4576,0.03,395,2388,100,643.87,38.36,23.2052,1598.18,1430.13,14.62,21.61,552.29,2388.11,9198.81,-0.0016,0.0001,2022-03-29
48,518.67,1.3,47.92,520.97,2388.12,8264.65,8.4938,0.03,396,2388,100,642.95,38.5,23.0366,1604.22,1419.28,14.62,21.61,551.99,2388.05,9207.82,-0.0043,-0.0002,2022-03-30
48,518.67,1.3,47.76,520.14,2388.12,8272.65,8.4803,0.03,397,2388,100,643.75,38.64,23.1457,1608.61,1426.16,14.62,21.61,552.33,2388.16,9208.97,-0.0001,-0.0001,2022-03-31
48,518.67,1.3,48.04,520.68,2388.11,8271.59,8.5145,0.03,395,2388,100,643.82,38.51,23.0815,1598.89,1420.08,14.62,21.61,550.98,2388.09,9210.41,0.0002,-0.0002,2022-04-01
48,518.67,1.3,48.0,520.29,2388.12,8270.51,8.4947,0.03,396,2388,100,644.18,38.59,23.0387,1600.93,1425.22,14.62,21.61,551.62,2388.11,9214.52,0.0007,0.0003,2022-04-02
48,518.67,1.3,48.12,520.76,2388.2,8276.2,8.5112,0.03,397,2388,100,643.39,38.49,23.0147,1600.58,1429.6,14.62,21.61,551.83,2388.19,9221.31,0.0038,0.0005,2022-04-03
48,518.67,1.3,47.98,520.53,2388.55,8290.25,8.4923,0.03,398,2388,100,644.02,38.45,23.0188,1609.54,1435.19,14.62,21.61,551.65,2388.52,9228.53,-0.0025,-0.0005,2022-04-04
49,518.67,1.3,48.0,520.37,2388.19,8130.95,8.4966,0.03,393,2388,100,643.29,38.55,23.2057,1593.68,1424.58,14.62,21.61,551.78,2388.23,9058.21,0.0027,0.0001,2022-03-16
49,518.67,1.3,48.15,520.32,2388.2,8136.18,8.5141,0.03,395,2388,100,643.44,38.44,23.1146,1600.98,1428.75,14.62,21.61,551.58,2388.24,9064.1,0.0018,-0.0003,2022-03-17
49,518.67,1.3,48.17,520.02,2388.28,8132.28,8.5064,0.03,396,2388,100,643.59,38.66,23.1804,1598.16,1426.73,14.62,21.61,551.21,2388.22,9048.48,-0.0013,-0.0004,2022-03-18
49,518.67,1.3,47.92,519.61,2388.21,8138.68,8.4862,0.03,394,2388,100,643.91,38.55,23.1165,1594.75,1425.14,14.62,21.61,552.13,2388.22,9060.4,0.0039,-0.0005,2022-03-19
49,518.67,1.3,48.11,519.85,2388.23,8134.52,8.4963,0.03,395,2388,100,643.4,38.39,23.1005,1597.43,1425.16,14.62,21.61,551.23,2388.21,9059.56,-0.0006,-0.0001,2022-03-20
49,518.67,1.3,47.92,520.29,2388.21,8133.05,8.4657,0.03,396,2388,100,643.55,38.55,23.1569,1600.32,1423.72,14.62,21.61,552.66,2388.28,9058.26,-0.0013,-0.0003,2022-03-21
49,518.67,1.3,48.11,520.21,2388.26,8134.46,8.5148,0.03,396,2388,100,643.26,38.63,23.1576,1599.96,1435.41,14.62,21.61,551.41,2388.22,9053.91,-0.0033,-0.0004,2022-03-22
49,518.67,1.3,48.01,520.1,2388.22,8130.69,8.5472,0.03,397,2388,100,643.58,38.57,23.014,1596.89,1424.97,14.62,21.61,551.76,2388.25,9059.28,0.001,0.0002,2022-03-23
49,518.67,1.3,48.1,519.26,2388.22,8134.48,8.5561,0.03,396,2388,100,643.64,38.55,23.1325,1590.75,1423.68,14.62,21.61,551.43,2388.25,9070.09,-0.0024,-0.0003,2022-03-24
49,518.67,1.3,47.99,519.77,2388.24,8132.84,8.5413,0.03,395,2388,100,642.99,38.64,23.065,1603.6,1425.09,14.62,21.61,551.9,2388.22,9052.1,0.0022,-0.0002,2022-03-25
49,518.67,1.3,48.31,519.85,2388.22,8132.4,8.5527,0.03,397,2388,100,643.48,38.55,22.9967,1603.09,1426.65,14.62,21.61,552.05,2388.27,9058.6,0.0004,0.0,2022-03-26
